id,sentence,file_name,location,label,negative,positive,neutral
184,Tough luck.,doc2.txt,51,neutral,0.5490786084066914,0.4509213915933086,0.5366949200053649
185,No health care?,doc2.txt,52,neutral,0.6836528919908562,0.31634710800914384,0.5839732108741593
186,The market will fix it.,doc2.txt,53,neg,0.5908952972275063,0.40910470277249367,0.4030078366608792
187,Born into poverty?,doc2.txt,54,neutral,0.3841175483426412,0.6158824516573588,0.7444350532509004
188,Pull yourself up by your own bootstraps - even if you don't have boots.,doc2.txt,55,pos,0.46969035914877577,0.5303096408512242,0.018100031654803218
189,You're on your own.,doc2.txt,56,pos,0.35826412525105944,0.6417358747489406,0.017048682614517367
190,Well it's time for them to own their failure.,doc2.txt,57,neutral,0.46629717046460617,0.5337028295353938,0.5503623118692603
191,It's time for us to change America.,doc2.txt,58,neutral,0.3393767388791409,0.6606232611208591,0.5070329455065815
192,"You see, we Democrats have a very different measure of what constitutes progress in this country.",doc2.txt,59,pos,0.22563739156859908,0.7743626084314009,0.22917585132396087
193,We measure progress by how many people can find a job that pays the mortgage; whether you can put a little extra money away at the end of each month so you can someday watch your child receive her college diploma.,doc2.txt,60,neutral,0.3450458110541841,0.6549541889458159,0.6987392252212729
194,"We measure progress in the 23 million new jobs that were created when Bill Clinton was President - when the average American family saw its income go up $7,500 instead of down $2,000 like it has under George Bush.",doc2.txt,61,neutral,0.4553051035304253,0.5446948964695747,0.7939852819727528
195,"We measure the strength of our economy not by the number of billionaires we have or the profits of the Fortune 500, but by whether someone with a good idea can take a risk and start a new business, or whether the waitress who lives on tips can take a day off to look after a sick kid without losing her job - an economy that honors the dignity of work.",doc2.txt,62,neutral,0.3042707614630664,0.6957292385369336,0.7839606661223888
196,The fundamentals we use to measure economic strength are whether we are living up to that fundamental promise that has made this country great - a promise that is the only reason I am standing here tonight.,doc2.txt,63,pos,0.37231503746744243,0.6276849625325576,0.13653708621414162
197,"Because in the faces of those young veterans who come back from Iraq and Afghanistan, I see my grandfather, who signed up after Pearl Harbor, marched in Patton's Army, and was rewarded by a grateful nation with the chance to go to college on the GI Bill.",doc2.txt,64,neutral,0.5227433858481061,0.4772566141518939,0.930391428705524
198,"In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships.",doc2.txt,65,neutral,0.4323611066294031,0.5676388933705969,0.7038459971926981
199,"When I listen to another worker tell me that his factory has shut down, I remember all those men and women on the South Side of Chicago who I stood by and fought for two decades ago after the local steel plant closed.",doc2.txt,66,neutral,0.6095368175360663,0.39046318246393374,0.9536752420150357
200,"And when I hear a woman talk about the difficulties of starting her own business, I think about my grandmother, who worked her way up from the secretarial pool to middle-management, despite years of being passed over for promotions because she was a woman.",doc2.txt,67,neutral,0.48061795848817557,0.5193820415118244,0.8098383887728137
201,She's the one who taught me about hard work.,doc2.txt,68,neg,0.59580433697881,0.40419566302119003,0.4740964177329225
202,She's the one who put off buying a new car or a new dress for herself so that I could have a better life.,doc2.txt,69,neutral,0.5492543399972388,0.4507456600027612,0.5045020168220988
203,She poured everything she had into me.,doc2.txt,70,neutral,0.6816361905561841,0.3183638094438159,0.8141838550579732
204,"And although she can no longer travel, I know that she's watching tonight, and that tonight is her night as well.",doc2.txt,71,neutral,0.6111469431698043,0.38885305683019566,0.8520237178695432
205,"I don't know what kind of lives John McCain thinks that celebrities lead, but this has been mine.",doc2.txt,72,neg,0.6793645719451946,0.32063542805480544,0.08612295995043844
206,These are my heroes.,doc2.txt,73,pos,0.47264200505691023,0.5273579949430898,0.4315384250570562
207,Theirs are the stories that shaped me.,doc2.txt,74,pos,0.42502334717470813,0.5749766528252919,0.3880744239549489
208,And it is on their behalf that I intend to win this election and keep our promise alive as President of the United States.,doc2.txt,75,neutral,0.15711186690815215,0.8428881330918478,0.8486276542897381
209,What is that promise?,doc2.txt,76,neg,0.5592063765037072,0.44079362349629286,0.36156048928692536
210,"It's a promise that says each of us has the freedom to make of our own lives what we will, but that we also have the obligation to treat each other with dignity and respect.",doc2.txt,77,pos,0.20392510066724046,0.7960748993327595,0.15463752561042862
211,"It's a promise that says the market should reward drive and innovation and generate growth, but that businesses should live up to their responsibilities to create American jobs, look out for American workers, and play by the rules of the road.",doc2.txt,78,neutral,0.3548910710290054,0.6451089289709946,0.7917339672709566
212,"Ours is a promise that says government cannot solve all our problems, but what it should do is that which we cannot do for ourselves - protect us from harm and provide every child a decent education; keep our water clean and our toys safe; invest in new schools and new roads and new science and technology.",doc2.txt,79,pos,0.48148345746259713,0.5185165425374029,0.1483289964296257
213,"Our government should work for us, not against us.",doc2.txt,80,neutral,0.5246556381276224,0.4753443618723776,0.7393167142379636
214,"It should help us, not hurt us.",doc2.txt,81,neg,0.5692734268227009,0.4307265731772992,0.34837411825609005
215,"It should ensure opportunity not just for those with the most money and influence, but for every American who's willing to work.",doc2.txt,82,pos,0.27957564240584665,0.7204243575941534,0.22952856393269103
216,"That's the promise of America - the idea that we are responsible for ourselves, but that we also rise or fall as one nation; the fundamental belief that I am my brother's keeper; I am my sister's keeper.",doc2.txt,83,pos,0.3498649296733014,0.6501350703266986,0.2574772645243507
217,That's the promise we need to keep.,doc2.txt,84,pos,0.4705856886635482,0.5294143113364518,0.3486703626217253
218,That's the change we need right now.,doc2.txt,85,pos,0.3860364583912175,0.6139635416087825,0.17996841587863968
219,So let me spell out exactly what that change would mean if I am President.,doc2.txt,86,neg,0.5601164046103716,0.4398835953896284,0.10835631266831232
220,"Change means a tax code that doesn't reward the lobbyists who wrote it, but the American workers and small businesses who deserve it.",doc2.txt,87,pos,0.38744350408390793,0.6125564959160921,0.30515406687159585
221,"Unlike John McCain, I will stop giving tax breaks to corporations that ship jobs overseas, and I will start giving them to companies that create good jobs right here in America.",doc2.txt,88,neutral,0.40699527996719065,0.5930047200328094,0.6084279254499919
222,"I will eliminate capital gains taxes for the small businesses and the start-ups that will create the high-wage, high-tech jobs of tomorrow.",doc2.txt,89,neutral,0.4532360797591457,0.5467639202408543,0.6033035948719797
223,I will cut taxes - cut taxes - for 95% of all working families.,doc2.txt,90,pos,0.4851929672378149,0.5148070327621851,0.36893928033656603
224,"Because in an economy like this, the last thing we should do is raise taxes on the middle-class.",doc2.txt,91,neg,0.7504210549405529,0.2495789450594471,0.46922709313726174
225,"And for the sake of our economy, our security, and the future of our planet, I will set a clear goal as President: in ten years, we will finally end our dependence on oil from the Middle East.",doc2.txt,92,neutral,0.36035389185095745,0.6396461081490425,0.9513406179255743
226,"Washington's been talking about our oil addiction for the last thirty years, and John McCain has been there for twenty-six of them.",doc2.txt,93,neutral,0.5548050459627085,0.44519495403729153,0.9688804376429953
227,"In that time, he's said no to higher fuel-efficiency standards for cars, no to investments in renewable energy, no to renewable fuels.",doc2.txt,94,neutral,0.5000901326682694,0.49990986733173054,0.6018136244312299
228,"And today, we import triple the amount of oil as the day that Senator McCain took office.",doc2.txt,95,neutral,0.40514274361552727,0.5948572563844727,0.738577467375999
229,"Now is the time to end this addiction, and to understand that drilling is a stop-gap measure, not a long-term solution.",doc2.txt,96,neutral,0.693249164679371,0.30675083532062897,0.9762161917524151
230,Not even close.,doc2.txt,97,neg,0.6845828616129581,0.31541713838704194,0.4037700839338918
